scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint,deadline_slots,size_bucket,compute_bucket,mem_bucket,atomicity,split_bucket,urgency,latency_sensitive,compute_heavy,io_heavy,memory_heavy,routing_hint,task_type,task_subtype,type_reason,multi_flags,final_flag,is_general,is_deadline_hard,is_latency_sensitive,is_compute_intensive,is_data_intensive,cluster_id
heavy,0,409,10,46,46.0,3.3131459,1450288800.0,4805018600.0,72.342636,image,0,,,0,0.0,discrete,,S,M,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,410,10,46,46.0,1.1561799,821161900.0,949410940.0,126.86396,text,0,,,1,0.78292173,continuous,,S,S,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,411,4,47,47.0,3.8873074,1455777900.0,5659056000.0,88.95276,text,1,0.6581072,47.658108,0,0.0,discrete,1,S,M,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,412,8,47,47.0,5.468769,2839674600.0,15529525000.0,88.0287,image,1,0.41417047,47.41417,0,0.0,discrete,1,M,L,L,atomic,NA,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,413,8,47,47.0,6.3466535,1057323600.0,6710466000.0,94.211464,image,1,0.5099933,47.509995,0,0.0,discrete,1,L,S,L,atomic,NA,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,414,0,48,48.0,5.5167913,1346281700.0,7427155500.0,53.800617,video,0,,,1,0.43661025,continuous,,M,M,M,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,415,5,48,48.0,2.8397207,900962800.0,2558482700.0,46.74359,video,1,0.71632737,48.716328,1,0.53610146,continuous,1,S,S,S,splittable,M,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,416,7,48,48.0,14.561638,938317500.0,13663440000.0,57.36545,sensor,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,1
heavy,0,417,10,48,48.0,6.838123,1924623400.0,13160812000.0,81.31901,text,0,,,1,0.8173159,continuous,,L,L,L,splittable,L,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,418,10,48,48.0,6.631248,1789379300.0,11865818000.0,49.694107,video,1,0.5692499,48.56925,0,0.0,discrete,1,L,L,S,atomic,NA,hard,True,True,True,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,419,10,48,48.0,4.8155174,1112522600.0,5357372000.0,70.775826,image,0,,,0,0.0,discrete,,M,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,420,11,48,48.0,2.4057138,1414104700.0,3401931000.0,66.26623,video,0,,,1,0.59460264,continuous,,S,M,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,421,13,48,48.0,16.968933,1087332100.0,18450864000.0,66.314255,video,0,,,1,0.7897618,continuous,,L,S,M,splittable,L,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,1
heavy,0,422,16,48,48.0,17.14775,1142444400.0,19590350000.0,54.102715,sensor,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,423,17,48,48.0,7.0608854,1479279500.0,10445022000.0,57.83865,sensor,0,,,0,0.0,discrete,,L,M,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,1
heavy,0,424,17,48,48.0,5.8379345,2045776400.0,11943109000.0,25.000471,video,0,,,0,0.0,discrete,,M,L,S,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,1
heavy,0,425,0,49,49.0,5.7292767,2744812500.0,15725791000.0,69.27088,image,0,,,1,0.815945,continuous,,M,L,M,splittable,L,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,426,3,49,49.0,7.9001107,996994500.0,7876367000.0,86.675766,image,1,0.7586174,49.758617,0,0.0,discrete,1,L,S,L,atomic,NA,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,427,3,49,49.0,9.683608,1297144000.0,12561034000.0,41.808247,image,0,,,0,0.0,discrete,,L,M,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,1
heavy,0,428,5,49,49.0,5.5360107,2306819000.0,12770576000.0,47.804222,image,0,,,1,0.7624073,continuous,,M,L,S,splittable,L,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,429,7,49,49.0,8.926924,2008884000.0,17933154000.0,83.308014,image,0,,,1,0.4062689,continuous,,L,L,L,splittable,S,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,1
heavy,0,430,13,49,49.0,4.484645,1190710400.0,5339913000.0,121.112854,video,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,1
heavy,0,431,15,49,49.0,10.021417,1608524900.0,16119699000.0,76.61775,text,0,,,0,0.0,discrete,,L,M,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,432,6,50,50.0,10.300033,1227795500.0,12646333000.0,63.91638,image,0,,,0,0.0,discrete,,L,M,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,433,1,51,51.0,15.162477,750088900.0,11373206000.0,50.31541,image,1,0.69570607,51.695705,0,0.0,discrete,1,L,S,S,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,434,2,51,51.0,9.0060425,1451037800.0,13068108000.0,68.06253,video,0,,,1,0.64507604,continuous,,L,M,M,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,2
heavy,0,435,3,51,51.0,2.0204709,1264914000.0,2555721700.0,40.711304,video,0,,,1,0.42262706,continuous,,S,M,S,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,1
heavy,0,436,6,51,51.0,3.7560432,1725919200.0,6482627000.0,65.37237,text,0,,,0,0.0,discrete,,S,M,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,437,6,51,51.0,5.672967,734259600.0,4165430300.0,37.710068,image,0,,,1,0.69220567,continuous,,M,S,S,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,438,9,51,51.0,2.6453688,1008006700.0,2666549500.0,58.355053,sensor,1,0.4161827,51.416183,0,0.0,discrete,1,S,S,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,439,10,51,51.0,5.4008207,1430366700.0,7725154300.0,94.59468,sensor,0,,,1,0.7615753,continuous,,M,M,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,440,10,51,51.0,3.5364594,1420305900.0,5022854700.0,43.55143,text,1,0.610404,51.610405,1,0.48149046,continuous,1,S,M,S,splittable,S,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,441,11,51,51.0,6.053272,1301100700.0,7875916000.0,65.85997,text,1,0.5514208,51.551422,0,0.0,discrete,1,M,M,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,442,13,51,51.0,4.183669,1958549600.0,8193923000.0,31.15865,sensor,0,,,1,0.5935732,continuous,,M,L,S,splittable,M,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,1
heavy,0,443,14,51,51.0,4.8944,1415077400.0,6925954600.0,53.15941,image,1,0.7790919,51.77909,0,0.0,discrete,1,M,M,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,444,17,51,51.0,15.197952,1031592600.0,15678095000.0,61.10841,image,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,1
heavy,0,445,0,52,52.0,4.9850903,1664542800.0,8297896400.0,48.21158,video,0,,,0,0.0,discrete,,M,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,446,0,52,52.0,4.795473,886749060.0,4252381200.0,31.326826,text,0,,,0,0.0,discrete,,M,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,447,4,52,52.0,7.3598375,1460603000.0,10749801000.0,73.912605,image,0,,,1,0.43421596,continuous,,L,M,M,splittable,S,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,448,6,52,52.0,2.787332,3279222000.0,9140280000.0,65.16491,video,1,0.4170908,52.41709,0,0.0,discrete,1,S,L,M,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,449,8,52,52.0,12.991943,559340700.0,7266922500.0,39.807106,video,0,,,0,0.0,discrete,,L,S,S,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,450,9,52,52.0,2.9465504,1001944400.0,2952279600.0,55.237045,image,0,,,0,0.0,discrete,,S,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,451,10,52,52.0,6.208594,1091430800.0,6776251000.0,44.099262,video,0,,,1,0.57697695,continuous,,M,S,S,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,452,10,52,52.0,2.3381958,1300223400.0,3040176600.0,43.699852,video,1,0.92293906,52.92294,1,0.75315934,continuous,1,S,M,S,splittable,L,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,453,11,52,52.0,4.6684117,821877440.0,3836862500.0,60.90003,text,0,,,1,0.46327096,continuous,,M,S,M,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,454,12,52,52.0,5.2225485,2546419700.0,13298801000.0,99.34372,video,0,,,1,0.7801037,continuous,,M,L,L,splittable,L,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,2
heavy,0,455,16,52,52.0,6.172953,2570865200.0,15869830000.0,19.425137,text,1,0.78204435,52.782043,1,0.7584763,continuous,1,M,L,S,splittable,L,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,456,3,53,53.0,5.965116,1790225300.0,10678902000.0,61.48465,text,0,,,1,0.7835155,continuous,,M,L,M,splittable,L,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,1
heavy,0,457,8,53,53.0,4.4758134,2614366000.0,11701414000.0,58.025772,text,1,0.3529233,53.352924,0,0.0,discrete,1,M,L,M,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,458,10,53,53.0,5.1923347,1237140600.0,6423648000.0,77.52685,video,1,0.9279132,53.927914,1,0.5452895,continuous,1,M,M,L,splittable,M,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,459,14,53,53.0,6.8929796,1513966200.0,10435739000.0,62.7185,image,1,0.41610512,53.416103,0,0.0,discrete,1,L,M,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,460,15,53,53.0,2.7356827,1080598900.0,2956176000.0,124.82645,text,0,,,0,0.0,discrete,,S,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,461,17,53,53.0,3.5238104,1009544960.0,3557445000.0,62.244217,text,0,,,1,0.5370057,continuous,,S,S,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,1
heavy,0,462,17,53,53.0,5.3005457,1365265900.0,7236654600.0,74.27515,video,0,,,0,0.0,discrete,,M,M,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,1
heavy,0,463,6,54,54.0,6.123451,1430264300.0,8758153000.0,28.861078,video,0,,,0,0.0,discrete,,M,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,464,8,54,54.0,5.7905555,1325172900.0,7673487000.0,99.83839,text,1,0.30827743,54.308277,1,0.8247753,continuous,1,M,M,L,splittable,L,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,465,9,54,54.0,2.741397,1662678700.0,4558062000.0,31.223425,text,1,0.37022188,54.37022,0,0.0,discrete,1,S,M,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,466,10,54,54.0,7.7913857,1832969200.0,14281371000.0,85.29735,sensor,1,0.46369734,54.463696,1,0.509337,continuous,1,L,L,L,splittable,S,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,467,12,54,54.0,2.6749847,1631176100.0,4363371000.0,49.410553,video,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,2
heavy,0,468,13,54,54.0,16.105017,713119040.0,11484795000.0,73.28257,video,1,0.383656,54.383656,1,0.7271631,continuous,1,L,S,M,splittable,L,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,469,17,54,54.0,2.9528866,1266881800.0,3740958500.0,77.826515,video,0,,,0,0.0,discrete,,S,M,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,1
heavy,0,470,17,54,54.0,2.7462947,1048397700.0,2879209000.0,102.7196,image,1,0.40945548,54.409454,0,0.0,discrete,1,S,S,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,471,0,55,55.0,4.6352606,2872130000.0,13313071000.0,51.66705,sensor,0,,,0,0.0,discrete,,M,L,S,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,472,1,55,55.0,7.4937053,860671300.0,6449617000.0,73.71851,text,1,0.55827194,55.558273,1,0.65948445,continuous,1,L,S,M,splittable,M,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,473,2,55,55.0,3.9340668,615010700.0,2419493000.0,94.179146,text,0,,,0,0.0,discrete,,S,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,2
heavy,0,474,5,55,55.0,2.910613,1002636740.0,2918287600.0,47.20348,video,0,,,1,0.5387105,continuous,,S,S,S,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,475,6,55,55.0,6.2877336,1428264100.0,8980543000.0,69.689766,image,0,,,1,0.5986892,continuous,,M,M,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,476,7,55,55.0,11.976974,1010870200.0,12107166000.0,73.13033,video,0,,,1,0.8159735,continuous,,L,S,M,splittable,L,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,1
heavy,0,477,7,55,55.0,7.536088,1521909900.0,11469246000.0,39.7388,text,1,0.9619628,55.961964,0,0.0,discrete,1,L,M,S,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,478,8,55,55.0,4.935695,1442199400.0,7118256600.0,61.28968,image,0,,,1,0.5023323,continuous,,M,M,M,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,479,12,55,55.0,6.640421,1521688200.0,10104651000.0,65.249626,text,0,,,1,0.77432674,continuous,,L,M,M,splittable,L,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,2
heavy,0,480,17,55,55.0,9.364681,1722128000.0,16127180000.0,60.88194,sensor,1,0.88003343,55.88003,0,0.0,discrete,1,L,M,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,481,0,56,56.0,2.3857245,1460788400.0,3485038600.0,58.315533,image,1,0.84160084,56.841602,1,0.7434692,continuous,1,S,M,M,splittable,L,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,482,0,56,56.0,8.850703,2177000000.0,19267981000.0,77.3692,image,1,0.8758226,56.875824,1,0.4120687,continuous,1,L,L,L,splittable,S,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,483,0,56,56.0,11.503697,1009155260.0,11609016000.0,118.16873,video,1,0.3396993,56.3397,1,0.51778203,continuous,1,L,S,L,splittable,S,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,484,0,56,56.0,4.374794,1116830300.0,4885903000.0,48.570087,image,0,,,0,0.0,discrete,,M,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,485,2,56,56.0,6.253822,1348304800.0,8432058000.0,148.11221,image,0,,,1,0.43213177,continuous,,M,M,L,splittable,S,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,2
heavy,0,486,10,56,56.0,6.147335,1936259800.0,11902838000.0,115.543564,image,0,,,0,0.0,discrete,,M,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,487,13,56,56.0,4.284365,4157851600.0,17813756000.0,57.11935,image,1,0.83247656,56.832478,1,0.4915023,continuous,1,M,L,M,splittable,S,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'splittable']",deadline_hard,False,True,False,False,False,1
heavy,0,488,17,56,56.0,2.8477547,1144968700.0,3260589800.0,44.874725,image,0,,,1,0.68137777,continuous,,S,S,S,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,1
heavy,0,489,0,57,57.0,3.0791419,1665367300.0,5127902000.0,30.834335,text,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,490,4,57,57.0,3.4383078,1069440640.0,3677066000.0,111.00547,sensor,0,,,0,0.0,discrete,,S,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,491,5,57,57.0,10.122141,731047900.0,7399770000.0,72.15929,text,0,,,1,0.42767587,continuous,,L,S,M,splittable,S,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,492,13,57,57.0,4.3125434,2338470400.0,10084755000.0,58.06034,text,0,,,0,0.0,discrete,,M,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,1
heavy,0,493,14,57,57.0,7.0008464,2171594500.0,15202998000.0,54.371784,image,1,0.804463,57.804462,1,0.56055707,continuous,1,L,L,M,splittable,M,hard,True,True,True,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,494,15,57,57.0,2.128713,942720600.0,2006781300.0,43.28592,text,0,,,1,0.5080665,continuous,,S,S,S,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,495,17,57,57.0,8.321673,1716981200.0,14288157000.0,78.7482,image,0,,,0,0.0,discrete,,L,M,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,496,17,57,57.0,3.4967387,1414188200.0,4945046500.0,78.566216,sensor,1,0.5977435,57.597744,0,0.0,discrete,1,S,M,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,497,17,57,57.0,2.4903378,2390186000.0,5952370000.0,74.279785,sensor,1,0.41134328,57.411343,0,0.0,discrete,1,S,L,M,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,498,10,58,58.0,13.744113,1853116000.0,25469436000.0,80.352325,image,0,,,1,0.74616677,continuous,,L,L,L,splittable,L,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,499,10,58,58.0,4.7359014,1068654140.0,5061040600.0,65.18074,image,1,0.9735068,58.973507,1,0.75259095,continuous,1,M,S,M,splittable,L,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,500,14,58,58.0,4.783029,1254715600.0,6001341400.0,46.974716,text,0,,,1,0.71666825,continuous,,M,M,S,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,501,15,58,58.0,3.8541286,1048597300.0,4041428700.0,56.65597,sensor,1,0.7812154,58.781216,0,0.0,discrete,1,S,S,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
heavy,0,502,15,58,58.0,1.3046237,1018104400.0,1328243200.0,52.221474,sensor,1,0.6230852,58.623085,0,0.0,discrete,1,S,S,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,0
